term	sentiment	???
slutty	-2.3	0.9
smart	1.7	0.78102
smartass	-2.1	0.83066
smartasses	-1.7	2.05183
smarted	0.7	1.41774
smarten	1.9	0.7
smartened	1.5	0.67082
smartening	1.7	0.9
smartens	1.5	0.5
smarter	2.0	0.7746
smartest	3.0	1.0
smartie	1.3	0.9
smarties	1.7	0.9
smarting	-0.7	1.9
smartly	1.5	0.67082
smartness	2.0	0.89443
smartnesses	1.5	0.92195
smarts	1.6	0.66332
smartweed	0.2	0.6
smartweeds	0.1	0.53852
smarty	1.1	0.53852
smear	-1.5	1.20416
smilax	0.6	0.66332
smilaxes	0.3	0.78102
smile	1.5	0.67082
smiled	2.5	0.80623
smileless	-1.4	0.4899
smiler	1.7	0.78102
smiles	2.1	1.04403
smiley	1.7	0.78102
smileys	1.5	0.92195
smiling	2.0	1.18322
smilingly	2.3	0.64031
smog	-1.2	0.6
smother	-1.8	0.87178
smothered	-0.9	1.7
smothering	-1.4	1.56205
smothers	-1.9	1.04403
smothery	-1.1	0.7
smug	0.8	1.16619
smugger	-1.0	0.89443
smuggest	-1.5	1.28452
smuggle	-1.6	1.11355
smuggled	-1.5	0.92195
smuggler	-2.1	1.22066
smugglers	-1.4	1.56205
smuggles	-1.7	1.00499
smuggling	-2.1	0.83066
smugly	0.2	1.249
smugness	-1.4	1.11355
smugnesses	-1.7	0.78102
sneaky	-0.9	0.7
snob	-2.0	0.63246
snobbery	-2.0	0.63246
snobbier	-0.7	1.00499
snobbiest	-0.5	1.11803
snobbily	-1.6	1.11355
snobbish	-0.9	1.37477
snobbishly	-1.2	1.249
snobbishness	-1.1	1.22066
snobbishnesses	-1.7	0.78102
snobbism	-1.0	1.41421
snobbisms	-0.3	1.18743
snobby	-1.7	1.00499
snobs	-1.4	1.0198
snub	-1.8	0.4
snubbed	-2.0	0.7746
snubbing	-0.9	1.13578
snubs	-2.1	0.9434
sob	-1.0	1.34164
sobbed	-1.9	1.3
sobbing	-1.6	1.49666
sobering	-0.8	1.32665
sobs	-2.5	0.67082
sociabilities	1.2	0.9798
sociability	1.1	0.9434
sociable	1.9	0.7
sociableness	1.5	0.5
sociably	1.6	0.91652
sok	1.3	1.1
solemn	-0.3	1.1
solemnified	-0.5	0.67082
solemnifies	-0.5	0.67082
solemnify	0.3	1.18743
solemnifying	0.1	1.3
solemnities	0.3	0.78102
solemnity	-1.1	0.9434
solemnization	0.7	1.34536
solemnize	0.3	0.78102
solemnized	-0.7	0.9
solemnizes	0.6	0.91652
solemnizing	-0.6	0.8
solemnly	0.8	0.9798
solid	0.6	0.8
solidarity	1.2	0.6
solution	1.3	0.64031
solutions	0.7	0.78102
solve	0.8	0.4
solved	1.1	0.53852
solves	1.1	0.7
solving	1.4	0.8
somber	-1.8	0.6
son-of-a-bitch	-2.7	0.64031
soothe	1.5	0.92195
soothed	0.5	1.43178
soothing	1.3	0.64031
sophisticated	2.6	0.91652
sore	-1.5	0.5
sorrow	-2.4	0.8
sorrowed	-2.4	0.8
sorrower	-2.3	0.78102
sorrowful	-2.2	0.6
sorrowfully	-2.3	0.64031
sorrowfulness	-2.5	0.67082
sorrowing	-1.7	1.26886
sorrows	-1.6	0.66332
sorry	-0.3	1.61555
soulmate	2.9	0.83066
spam	-1.5	1.0247
spammer	-2.2	0.6
spammers	-1.6	1.11355
spamming	-2.1	0.83066
spark	0.9	1.04403
sparkle	1.8	0.74833
sparkles	1.3	1.18743
sparkling	1.2	0.4
special	1.7	0.78102
speculative	0.4	1.11355
spirit	0.7	1.00499
spirited	1.3	1.00499
spiritless	-1.3	0.64031
spite	-2.4	0.8
spited	-2.4	0.91652
spiteful	-1.9	1.75784
spitefully	-2.3	0.78102
spitefulness	-1.5	1.74642
spitefulnesses	-2.3	0.9
spites	-1.4	1.28062
splendent	2.7	0.78102
splendid	2.8	0.9798
splendidly	2.1	1.22066
splendidness	2.3	0.9
splendiferous	2.6	1.95959
splendiferously	1.9	1.3
splendiferousness	1.7	1.18743
splendor	3.0	0.63246
splendorous	2.2	0.87178
splendors	2.0	0.44721
splendour	2.2	0.6
splendours	2.2	1.249
splendrous	2.2	1.16619
sprightly	2.0	0.89443
squelched	-1.0	0.63246
stab	-2.8	0.6
stabbed	-1.9	1.22066
stable	1.2	0.74833
stabs	-1.9	1.13578
stall	-0.8	0.74833
stalled	-0.8	0.87178
stalling	-0.8	1.4
stamina	1.2	0.9798
stammer	-0.9	0.3
stammered	-0.9	0.7
stammerer	-1.1	0.3
stammerers	-0.8	0.4
stammering	-1.0	0.63246
stammers	-0.8	0.4
stampede	-1.8	1.07703
stank	-1.9	1.04403
startle	-1.3	0.64031
startled	-0.7	0.78102
startlement	-0.5	1.20416
startlements	0.2	1.32665
startler	-0.8	0.74833
startlers	-0.5	0.80623
startles	-0.5	1.36015
startling	0.3	1.41774
startlingly	-0.3	0.9
starve	-1.9	2.02237
starved	-2.6	1.11355
starves	-2.3	0.78102
starving	-1.8	2.03961
steadfast	1.0	1.0
steal	-2.2	0.6
stealable	-1.7	1.00499
stealer	-1.7	0.78102
stealers	-2.2	0.74833
stealing	-2.7	0.9
stealings	-1.9	0.9434
steals	-2.3	0.64031
stealth	-0.3	1.34536
stealthier	-0.3	1.00499
stealthiest	0.4	2.10713
stealthily	0.1	1.37477
stealthiness	0.2	0.74833
stealths	-0.3	0.78102
stealthy	-0.1	0.7
stench	-2.3	0.64031
stenches	-1.5	1.11803
stenchful	-2.4	0.91652
stenchy	-2.3	1.00499
stereotype	-1.3	0.78102
stereotyped	-1.2	0.4
stifled	-1.4	0.66332
stimulate	0.9	0.83066
stimulated	0.9	0.7
stimulates	1.0	0.89443
stimulating	1.9	0.7
stingy	-1.6	0.8
stink	-1.7	0.64031
stinkard	-2.3	0.9
stinkards	-1.0	1.26491
stinkbug	-0.2	0.4
stinkbugs	-1.0	1.26491
stinker	-1.5	0.80623
stinkers	-1.2	1.07703
stinkhorn	-0.2	1.16619
stinkhorns	-0.8	0.9798
stinkier	-1.5	1.0247
stinkiest	-2.1	1.57797
stinking	-2.4	0.91652
stinkingly	-1.3	1.55242
stinko	-1.5	0.80623
stinkpot	-2.5	0.92195
stinkpots	-0.7	1.26886
stinks	-1.0	1.34164
stinkweed	-0.4	1.0198
stinkwood	-0.1	1.13578
stinky	-1.5	0.5
stolen	-2.2	0.9798
stop	-1.2	0.87178
stopped	-0.9	0.53852
stopping	-0.6	0.66332
stops	-0.6	0.8
stout	0.7	1.34536
straight	0.9	1.04403
strain	-0.2	0.9798
strained	-1.7	0.78102
strainer	-0.8	1.249
strainers	-0.3	0.45826
straining	-1.3	0.78102
strains	-1.2	0.4
strange	-0.8	0.74833
strangely	-1.2	0.87178
strangled	-2.5	1.0247
strength	2.2	0.6
strengthen	1.3	0.64031
strengthened	1.8	0.4
strengthener	1.8	0.6
strengtheners	1.4	0.91652
strengthening	2.2	0.74833
strengthens	2.0	0.63246
strengths	1.7	0.64031
stress	-1.8	0.6
stressed	-1.4	0.4899
stresses	-2.0	1.0
stressful	-2.3	0.45826
stressfully	-2.6	0.66332
stressing	-1.5	0.67082
stressless	1.6	0.4899
stresslessness	1.6	0.8
stressor	-1.8	0.74833
stressors	-2.1	0.83066
stricken	-2.3	0.9
strike	-0.5	1.11803
strikers	-0.6	1.0198
strikes	-1.5	0.92195
strong	2.3	0.78102
strongbox	0.7	0.78102
strongboxes	0.3	0.64031
stronger	1.6	0.66332
strongest	1.9	0.9434
stronghold	0.5	0.80623
strongholds	1.0	0.89443
strongish	1.7	0.78102
strongly	1.1	0.83066
strongman	0.7	1.00499
strongmen	0.5	1.11803
strongyl	0.6	1.0198
strongyles	0.2	1.07703
strongyloidosis	-0.8	1.66132
strongyls	0.1	0.3
struck	-1.0	0.89443
struggle	-1.3	0.45826
struggled	-1.4	0.66332
struggler	-1.1	0.7
strugglers	-1.4	0.4899
struggles	-1.5	0.5
struggling	-1.8	0.6
stubborn	-1.7	1.00499
stubborner	-1.5	1.20416
stubbornest	-0.6	1.62481
stubbornly	-1.4	0.4899
stubbornness	-1.1	0.53852
stubbornnesses	-1.5	0.80623
stuck	-1.0	0.44721
stunk	-1.6	1.68523
stunned	-0.4	1.28062
stunning	1.6	1.42829
stuns	0.1	1.04403
stupid	-2.4	0.66332
stupider	-2.5	0.5
stupidest	-2.4	0.66332
stupidities	-2.0	0.7746
stupidity	-1.9	0.3
stupidly	-2.0	0.7746
stupidness	-1.7	0.64031
stupidnesses	-2.6	0.8
stupids	-2.3	0.64031
stutter	-1.0	0.0
stuttered	-0.9	1.04403
stutterer	-1.0	1.18322
stutterers	-1.1	0.53852
stuttering	-1.3	0.9
stutters	-1.0	0.63246
suave	2.0	0.44721
submissive	-1.3	0.9
submissively	-1.0	1.18322
submissiveness	-0.7	0.78102
substantial	0.8	0.6
subversive	-0.9	1.81384
succeed	2.2	0.74833
succeeded	1.8	0.87178
succeeder	1.2	1.07703
succeeders	1.3	0.64031
succeeding	2.2	1.16619
succeeds	2.2	0.9798
success	2.7	0.64031
successes	2.6	0.66332
successful	2.8	0.6
successfully	2.2	0.6
successfulness	2.7	0.78102
succession	0.8	0.87178
successional	0.9	1.04403
successionally	1.1	1.13578
successions	0.1	0.3
successive	1.1	1.13578
successively	0.9	1.04403
successiveness	1.0	1.0
successor	0.9	0.83066
successors	1.1	1.04403
suck	-1.9	1.04403
sucked	-2.0	0.89443
sucker	-2.4	1.2
suckered	-2.0	1.0
suckering	-2.1	0.7
suckers	-2.3	1.00499
sucks	-1.5	1.28452
sucky	-1.9	0.9434
suffer	-2.5	0.67082
suffered	-2.2	0.74833
sufferer	-2.0	0.63246
sufferers	-2.4	0.8
suffering	-2.1	0.83066
suffers	-2.1	0.7
suicidal	-3.5	0.67082
suicide	-3.5	0.67082
suing	-1.1	1.13578
sulking	-1.5	0.67082
sulky	-0.8	1.77764
sullen	-1.7	1.00499
sunnier	2.3	0.64031
sunniest	2.4	1.28062
sunny	1.8	0.87178
sunshine	2.2	0.6
sunshiny	1.9	0.7
super	2.9	0.7
superb	3.1	0.9434
superior	2.5	1.11803
superiorities	0.8	1.6
superiority	1.4	1.2
superiorly	2.2	1.4
superiors	1.0	1.0
support	1.7	0.9
supported	1.3	0.45826
supporter	1.1	0.3
supporters	1.9	0.7
supporting	1.9	0.9434
supportive	1.2	0.4
supportiveness	1.5	1.11803
supports	1.5	0.67082
supremacies	0.8	1.72047
supremacist	0.5	2.15639
supremacists	-1.0	1.89737
supremacy	0.2	1.77764
suprematists	0.4	1.56205
supreme	2.6	1.11355
supremely	2.7	1.00499
supremeness	2.3	0.64031
supremer	2.3	1.1
supremest	2.2	1.98997
supremo	1.9	1.3
supremos	1.3	0.78102
sure	1.3	0.64031
surefire	1.0	0.7746
surefooted	1.9	0.83066
surefootedly	1.6	0.91652
surefootedness	1.5	1.20416
surely	1.9	0.7
sureness	2.0	0.7746
surer	1.2	1.32665
surest	1.3	0.78102
sureties	1.3	0.9
surety	1.0	0.44721
suretyship	-0.1	1.51327
suretyships	0.4	0.66332
surprisal	1.5	0.80623
surprisals	0.7	1.1
surprise	1.1	1.04403
surprised	0.9	0.9434
surpriser	0.6	0.66332
surprisers	0.3	1.00499
surprises	0.9	0.7
surprising	1.1	0.9434
surprisingly	1.2	0.87178
survived	2.3	0.78102
surviving	1.2	0.87178
survivor	1.5	1.0247
suspect	-1.2	0.9798
suspected	-0.9	1.13578
suspecting	-0.7	1.34536
suspects	-1.4	0.91652
suspend	-1.3	0.64031
suspended	-2.1	0.83066
suspicion	-1.6	0.91652
suspicions	-1.5	0.67082
suspicious	-1.5	0.67082
suspiciously	-1.7	0.45826
suspiciousness	-1.2	1.46969
sux	-1.5	0.92195
swear	-0.2	1.53623
swearing	-1.0	1.09545
swears	0.2	1.4
sweet	2.0	0.63246
sweet<3	3.0	0.44721
sweetheart	3.3	1.00499
sweethearts	2.8	0.87178
sweetie	2.2	0.6
sweeties	2.1	0.9434
sweetly	2.1	0.7
sweetness	2.2	0.74833
sweets	2.2	0.6
swift	0.8	0.6
swiftly	1.2	0.9798
swindle	-2.4	1.0198
swindles	-1.5	0.92195
swindling	-2.0	1.0
sympathetic	2.3	0.64031
sympathy	1.5	1.11803
talent	1.8	1.07703
talented	2.3	0.64031
talentless	-1.6	0.4899
talents	2.0	1.18322
tantrum	-1.8	1.16619
tantrums	-1.5	1.36015
tard	-2.5	0.92195
tears	-0.9	1.13578
teas	0.3	0.45826
tease	-1.3	0.9
teased	-1.2	0.87178
teasel	-0.1	0.3
teaseled	-0.8	0.74833
teaseler	-0.8	0.87178
teaselers	-1.2	1.249
teaseling	-0.4	0.91652
teaselled	-0.4	0.91652
teaselling	-0.2	0.4
teasels	-0.1	0.3
teaser	-1.0	1.18322
teasers	-0.7	1.1
teases	-1.2	0.74833
teashops	0.2	0.4
teasing	-0.3	1.1
teasingly	-0.4	1.11355
teaspoon	0.2	0.4
teaspoonful	0.2	0.4
teaspoonfuls	0.4	0.8
teaspoons	0.5	0.80623
teaspoonsful	0.3	0.9
temper	-1.8	0.4
tempers	-1.3	0.64031
tendered	0.5	0.92195
tenderer	0.6	0.66332
tenderers	1.2	0.9798
tenderest	1.4	1.56205
tenderfeet	-0.4	0.91652
tenderfoot	-0.1	0.53852
tenderfoots	-0.5	1.11803
tenderhearted	1.5	1.0247
tenderheartedly	2.7	0.64031
tenderheartedness	0.7	1.48661
tenderheartednesses	2.8	0.74833
tendering	0.6	0.66332
tenderization	0.2	0.74833
tenderize	0.1	0.53852
tenderized	0.1	0.53852
tenderizer	0.4	0.66332
tenderizes	0.3	0.45826
tenderizing	0.3	0.45826
tenderloin	-0.2	0.74833
tenderloins	0.4	0.66332
tenderly	1.8	0.74833
tenderness	1.8	0.4
tendernesses	0.9	1.44568
tenderometer	0.2	0.4
tenderometers	0.2	0.4
tenders	0.6	0.8
tense	-1.4	0.4899
tensed	-1.0	0.44721
tensely	-1.2	0.6
tenseness	-1.5	0.67082
tenser	-1.5	0.67082
tenses	-0.9	1.04403
tensest	-1.2	1.07703
tensing	-1.0	0.44721
tension	-1.3	1.00499
tensional	-0.8	0.74833
tensioned	-0.4	1.11355
tensioner	-1.6	0.8
tensioners	-0.9	1.04403
tensioning	-1.4	1.0198
tensionless	0.6	0.8
tensions	-1.7	0.78102
terrible	-2.1	0.9434
terribleness	-1.9	1.81384
terriblenesses	-2.6	0.4899
terribly	-2.6	0.4899
terrific	2.1	1.81384
terrifically	1.7	1.95192
terrified	-3.0	0.63246
terrifies	-2.6	1.0198
terrify	-2.3	0.78102
terrifying	-2.7	0.78102
terror	-2.4	1.2
terrorise	-3.1	0.83066
terrorised	-3.3	0.64031
terrorises	-3.3	0.45826
terrorising	-3.0	0.44721
terrorism	-3.6	0.4899
terrorisms	-3.2	0.6
terrorist	-3.7	0.45826
terroristic	-3.3	0.78102
terrorists	-3.1	0.9434
terrorization	-2.7	0.9
terrorize	-3.3	0.78102
terrorized	-3.1	0.7
terrorizes	-3.1	0.53852
terrorizing	-3.0	1.0
terrorless	0.9	1.04403
terrors	-2.6	0.4899
thank	1.5	0.92195
thanked	1.9	1.22066
thankful	2.7	0.78102
thankfuller	1.9	0.53852
thankfullest	2.0	1.0
thankfully	1.8	0.6
thankfulness	2.1	1.44568
thanks	1.9	1.04403
thief	-2.4	0.66332
thieve	-2.2	0.4
thieved	-1.4	1.28062
thieveries	-2.1	0.53852
thievery	-2.0	0.89443
thieves	-2.3	0.78102
thorny	-1.1	0.83066
thoughtful	1.6	0.4899
thoughtfully	1.7	0.64031
thoughtfulness	1.9	0.53852
thoughtless	-2.0	0.63246
threat	-2.4	0.66332
threaten	-1.6	1.56205
threatened	-2.0	0.63246
threatener	-1.4	1.68523
threateners	-1.8	0.74833
threatening	-2.4	0.8
threateningly	-2.2	0.6
threatens	-1.6	1.56205
threating	-2.0	0.44721
threats	-1.8	0.74833
thrill	1.5	1.11803
thrilled	1.9	1.81384
thriller	0.4	1.2
thrillers	0.1	0.83066
thrilling	2.1	1.04403
thrillingly	2.0	0.7746
thrills	1.5	0.92195
thwarted	-0.1	1.75784
thwarting	-0.7	0.78102
thwarts	-0.4	1.28062
ticked	-1.8	0.6
timid	-1.0	0.44721
timider	-1.0	0.44721
timidest	-0.9	0.7
timidities	-0.7	0.64031
timidity	-1.3	0.45826
timidly	-0.7	0.78102
timidness	-1.0	0.89443
timorous	-0.8	0.9798
tired	-1.9	0.7
tits	-0.9	0.53852
tolerance	1.2	1.53623
tolerances	0.3	0.9
tolerant	1.1	0.53852
tolerantly	0.4	1.2
toothless	-1.4	1.0198
top	0.8	0.87178
tops	2.3	1.00499
torn	-1.0	1.0
torture	-2.9	1.51327
tortured	-2.6	1.0198
torturer	-2.3	1.18743
torturers	-3.5	0.67082
tortures	-2.5	0.92195
torturing	-3.0	0.89443
torturous	-2.7	0.78102
torturously	-2.2	1.6
totalitarian	-2.1	1.3
totalitarianism	-2.7	1.18743
tough	-0.5	1.43178
toughed	0.7	0.64031
toughen	0.1	1.04403
toughened	0.1	0.53852
toughening	0.9	0.83066
toughens	-0.2	1.16619
tougher	0.7	1.00499
toughest	-0.3	1.84662
toughie	-0.7	0.64031
toughies	-0.6	0.66332
toughing	-0.5	1.20416
toughish	-1.0	1.0
toughly	-1.1	0.83066
toughness	-0.2	1.07703
toughnesses	0.3	1.18743
toughs	-0.8	1.16619
toughy	-0.5	1.11803
tout	-0.5	0.67082
touted	-0.2	0.9798
touting	-0.7	0.64031
touts	-0.1	0.7
tragedian	-0.5	0.67082
tragedians	-1.0	1.18322
tragedienne	-0.4	0.4899
tragediennes	-1.4	1.28062
tragedies	-1.9	1.86815
tragedy	-3.4	1.0198
tragic	-2.0	1.94936
tragical	-2.4	1.11355
tragically	-2.7	1.48661
tragicomedy	0.2	0.9798
tragicomic	-0.2	0.74833
tragics	-2.2	0.74833
tranquil	0.2	1.77764
tranquiler	1.9	0.7
tranquilest	1.6	1.35647
tranquilities	1.5	1.36015
tranquility	1.8	1.16619
tranquilize	0.3	1.00499
tranquilized	-0.2	1.32665
tranquilizer	-0.1	0.9434
tranquilizers	-0.4	0.8
tranquilizes	-0.1	0.9434
tranquilizing	-0.5	0.67082
tranquillest	0.8	1.4
tranquillities	0.5	1.20416
tranquillity	1.8	1.07703
tranquillized	-0.2	1.07703
tranquillizer	-0.1	0.7
tranquillizers	-0.2	0.74833
tranquillizes	0.1	0.7
tranquillizing	0.8	0.87178
tranquilly	1.2	0.87178
tranquilness	1.5	1.20416
trap	-1.3	0.78102
trapped	-2.4	0.91652
trauma	-1.8	1.249
traumas	-2.2	1.6
traumata	-1.7	1.34536
traumatic	-2.7	1.00499
traumatically	-2.8	0.6
traumatise	-2.8	0.6
traumatised	-2.4	0.91652
traumatises	-2.2	0.87178
traumatising	-1.9	1.86815
traumatism	-2.4	0.4899
traumatization	-3.0	1.0
traumatizations	-2.2	1.16619
traumatize	-2.4	0.66332
traumatized	-1.7	1.41774
traumatizes	-1.4	1.42829
traumatizing	-2.3	1.61555
travesty	-2.7	1.48661
treason	-1.9	1.75784
treasonous	-2.7	1.34536
treasurable	2.5	0.67082
treasure	1.2	1.16619
treasured	2.6	0.66332
treasurer	0.5	0.67082
treasurers	0.4	0.66332
treasurership	0.4	0.66332
treasurerships	1.2	0.87178
treasures	1.8	1.32665
treasuries	0.9	1.04403
treasuring	2.1	0.7
treasury	0.8	1.07703
treat	1.7	0.78102
tremble	-1.1	1.3
trembled	-1.1	1.22066
trembler	-0.6	1.28062
tremblers	-1.0	0.63246
trembles	-0.1	1.51327
trembling	-1.5	0.92195
trembly	-1.2	0.87178
tremulous	-1.0	1.09545
trick	-0.2	1.32665
tricked	-0.6	0.91652
tricker	-0.9	0.83066
trickeries	-1.2	1.46969
trickers	-1.4	0.66332
trickery	-1.1	1.51327
trickie	-0.4	1.0198
trickier	-0.7	0.78102
trickiest	-1.2	0.6
trickily	-0.8	0.74833
trickiness	-1.2	0.9798
trickinesses	-0.4	1.0198
tricking	0.1	1.37477
trickish	-1.0	0.44721
trickishly	-0.7	1.55242
trickishness	-0.4	1.28062
trickled	0.1	0.3
trickledown	-0.7	0.64031
trickles	0.2	0.4
trickling	-0.2	0.9798
trickly	-0.3	0.45826
tricks	-0.5	0.67082
tricksier	-0.5	0.67082
tricksiness	-1.0	0.89443
trickster	-0.9	0.83066
tricksters	-1.3	0.9
tricksy	-0.8	0.9798
tricky	-0.6	0.66332
trite	-0.8	0.4
triumph	2.1	1.04403
triumphal	2.0	0.63246
triumphalisms	1.9	0.9434
triumphalist	0.5	1.20416
triumphalists	0.9	1.64012
triumphant	2.4	0.91652
triumphantly	2.3	1.00499
triumphed	2.2	1.4
triumphing	2.3	0.64031
triumphs	2.0	1.41421
trivial	-0.1	0.83066
trivialise	-0.8	1.16619
trivialised	-0.8	1.6
trivialises	-1.1	0.53852
trivialising	-1.4	0.66332
trivialities	-1.0	0.63246
triviality	-0.5	1.11803
trivialization	-0.9	1.04403
trivializations	-0.7	1.18743
trivialize	-1.1	0.53852
trivialized	-0.6	0.8
trivializes	-1.0	0.7746
trivializing	-0.6	1.95959
trivially	0.4	1.56205
trivium	-0.3	0.64031
trouble	-1.7	0.64031
troubled	-2.0	0.44721
troublemaker	-2.0	0.63246
troublemakers	-2.2	0.74833
troublemaking	-1.8	0.6
troubler	-1.4	0.4899
troublers	-1.9	0.3
troubles	-2.0	0.44721
troubleshoot	0.8	0.9798
troubleshooter	1.0	0.89443
troubleshooters	0.8	0.87178
troubleshooting	0.7	1.34536
troubleshoots	0.5	0.92195
troublesome	-2.3	0.78102
troublesomely	-1.8	0.6
troublesomeness	-1.9	0.7
troubling	-2.5	0.67082
troublous	-2.1	0.53852
troublously	-2.1	1.22066
trueness	2.1	0.9434
truer	1.5	0.67082
truest	1.9	0.83066
truly	1.9	0.9434
trust	2.3	1.26886
trustability	2.1	0.7
trustable	2.3	0.45826
trustbuster	-0.5	1.28452
trusted	2.1	0.9434
trustee	1.0	0.89443
trustees	0.3	0.64031
trusteeship	0.5	0.67082
trusteeships	0.6	1.0198
truster	1.9	1.3
trustful	2.1	0.9434
trustfully	1.5	0.67082
trustfulness	2.1	0.83066
trustier	1.3	1.1
trusties	1.0	0.7746
trustiest	2.2	0.87178
trustily	1.6	0.91652
trustiness	1.6	0.91652
trusting	1.7	1.00499
trustingly	1.6	0.91652
trustingness	1.6	1.2
trustless	-2.3	0.78102
trustor	0.4	0.66332
trustors	1.2	0.87178
trusts	2.1	0.53852
trustworthily	2.3	0.9
trustworthiness	1.8	0.74833
trustworthy	2.6	0.91652
trusty	2.2	0.74833
truth	1.3	1.00499
truthful	2.0	0.63246
truthfully	1.9	1.04403
truthfulness	1.7	1.1
truths	1.8	0.87178
tumor	-1.6	1.49666
turmoil	-1.5	0.92195
twat	-3.4	0.91652
ugh	-1.8	0.9798
uglier	-2.2	0.87178
uglies	-2.0	0.89443
ugliest	-2.8	0.74833
uglification	-2.2	0.87178
uglified	-1.5	0.67082
uglifies	-1.8	0.74833
uglify	-2.1	0.9434
uglifying	-2.2	0.4
uglily	-2.1	0.3
ugliness	-2.7	0.9
uglinesses	-2.5	1.0247
ugly	-2.3	0.9
unacceptable	-2.0	0.44721
unappreciated	-1.7	0.78102
unapproved	-1.4	0.4899
unattractive	-1.9	0.53852
unaware	-0.8	0.4
unbelievable	0.8	1.6
unbelieving	-0.8	0.4
unbiased	-0.1	1.22066
uncertain	-1.2	0.6
uncertainly	-1.4	0.4899
uncertainness	-1.3	0.45826
uncertainties	-1.4	0.66332
uncertainty	-1.4	0.4899
unclear	-1.0	0.44721
uncomfortable	-1.6	0.4899
uncomfortably	-1.7	0.64031
uncompelling	-0.9	0.7
unconcerned	-0.9	0.83066
unconfirmed	-0.5	0.67082
uncontrollability	-1.7	0.45826
uncontrollable	-1.5	1.11803
uncontrollably	-1.5	0.67082
uncontrolled	-1.0	0.7746
unconvinced	-1.6	0.8
uncredited	-1.0	1.09545
undecided	-0.9	0.9434
underestimate	-1.2	0.4
underestimated	-1.1	0.53852
underestimates	-1.1	1.64012
undermine	-1.2	1.16619
undermined	-1.5	0.67082
undermines	-1.4	0.4899
undermining	-1.5	0.67082
undeserving	-1.9	0.3
undesirable	-1.9	0.7
unease	-1.7	0.64031
uneasier	-1.4	0.4899
uneasiest	-2.1	0.83066
uneasily	-1.4	1.0198
uneasiness	-1.6	0.4899
uneasinesses	-1.8	0.87178
uneasy	-1.6	0.4899
unemployment	-1.9	0.7
unequal	-1.4	0.66332
unequaled	0.5	1.80278
unethical	-2.3	0.78102
unfair	-2.1	0.83066
unfocused	-1.7	0.64031
unfortunate	-2.0	0.63246
unfortunately	-1.4	0.91652
unfortunates	-1.9	0.7
unfriendly	-1.5	0.5
unfulfilled	-1.8	0.4
ungrateful	-2.0	0.0
ungratefully	-1.8	0.6
ungratefulness	-1.6	0.4899
unhappier	-2.4	0.8
unhappiest	-2.5	0.80623
unhappily	-1.9	0.53852
unhappiness	-2.4	0.66332
unhappinesses	-2.2	0.87178
unhappy	-1.8	0.6
unhealthy	-2.4	0.66332
unified	1.6	0.66332
unimportant	-1.3	0.45826
unimpressed	-1.4	0.66332
unimpressive	-1.4	0.4899
unintelligent	-2.0	1.18322
uninvolved	-2.2	0.9798
uninvolving	-2.0	1.18322
united	1.8	0.6
unjust	-2.3	0.45826
unkind	-1.6	0.66332
unlovable	-2.7	0.9
unloved	-1.9	0.53852
unlovelier	-1.9	0.7
unloveliest	-1.9	0.83066
unloveliness	-2.0	0.89443
unlovely	-2.1	0.53852
unloving	-2.3	0.45826
unmatched	-0.3	2.0025
unmotivated	-1.4	0.4899
unpleasant	-2.1	0.53852
unprofessional	-2.3	0.78102
unprotected	-1.5	0.67082
unresearched	-1.1	0.7
unsatisfied	-1.7	0.64031
unsavory	-1.9	0.53852
unsecured	-1.6	0.4899
unsettled	-1.3	0.45826
unsophisticated	-1.2	0.87178
unstable	-1.5	0.5
unstoppable	-0.8	1.77764
unsuccessful	-1.5	0.5
unsuccessfully	-1.7	0.78102
unsupported	-1.7	0.78102
unsure	-1.0	0.44721
unsurely	-1.3	0.78102
untarnished	1.6	1.35647
unwanted	-0.9	1.3
unwelcome	-1.7	0.45826
unworthy	-2.0	0.44721
upset	-1.6	0.4899
upsets	-1.5	0.67082
upsetter	-1.9	0.7
upsetters	-2.0	0.63246
upsetting	-2.1	0.53852
uptight	-1.6	0.4899
uptightness	-1.2	0.4
urgent	0.8	1.16619
useful	1.9	0.83066
usefully	1.8	0.6
usefulness	1.2	1.32665
useless	-1.8	0.4
uselessly	-1.5	0.67082
uselessness	-1.6	0.8
v.v	-2.9	0.9434
vague	-0.4	0.8
vain	-1.8	0.6
validate	1.5	0.92195
validated	0.9	0.83066
validates	1.4	0.66332
validating	1.4	0.8
valuable	2.1	0.83066
valuableness	1.7	0.78102
valuables	2.1	0.83066
valuably	2.3	1.00499
value	1.4	1.11355
valued	1.9	0.7
values	1.7	1.18743
valuing	1.4	0.91652
vanity	-0.9	1.7
verdict	0.6	0.91652
verdicts	0.3	1.1
vested	0.6	1.28062
vexation	-1.9	1.04403
vexing	-2.0	0.44721
vibrant	2.4	0.8
vicious	-1.5	1.5
viciously	-1.3	1.26886
viciousness	-2.4	1.35647
viciousnesses	-0.6	1.62481
victim	-1.1	1.92094
victimhood	-2.0	0.44721
victimhoods	-0.9	1.37477
victimise	-1.1	1.92094
victimised	-1.5	1.56525
victimises	-1.2	2.31517
victimising	-2.5	0.67082
victimization	-2.3	0.78102
victimizations	-1.5	1.85742
victimize	-2.5	0.67082
victimized	-1.8	1.53623
victimizer	-1.8	1.72047
victimizers	-1.6	1.68523
victimizes	-1.5	1.9105
victimizing	-2.6	0.4899
victimless	0.6	0.4899
